predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
,,openai/gpt-oss-120b,"{'prompt_tokens': 2990, 'completion_tokens': 1000, 'total_tokens': 3990}",success,2.072528123855591,False,False,skin/eye-care/global-anti-aging,"Projet 28-Le Contour Anti-Aging Cream-Discover Projet 28 Le Contour Anti-Aging Eye Contour Cream – the ultimate eye treatment for youthful, hydrated, and radiant skin. Smooths wrinkles, reduces puffin...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.098752,True,groq
supplements-vitamins/women/fertility,supplements-vitamins/women/fertility,openai/gpt-oss-120b,"{'prompt_tokens': 2926, 'completion_tokens': 480, 'total_tokens': 3406}",success,1.1007754802703857,False,False,mom-baby/before-birth/fertility,Conceive Plus-Conceive Plus Women's Fertility Support -Conceive plus fertility support female supplement is a targeted care for all women who intend to become pregnant.   A Vegetarian Supplement for W...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.100741,True,groq
skin/oiliness-acne-pores/masks-exfoliators,skin/oiliness-acne-pores/masks-exfoliators,openai/gpt-oss-120b,"{'prompt_tokens': 2833, 'completion_tokens': 425, 'total_tokens': 3258}",success,1.0647315979003906,False,True,skin/masks-exfoliators/tissue-masks,"The Creme Shop-Be Clear, Skin! Animated Kitten Face Mask-Be Clear, Skin! Animated Kitten Face Mask cleanses your skin and has anti-acne properties.Face mask infused with witch hazel!Witch Hazel acts a...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.103739,True,groq
,,openai/gpt-oss-120b,"{'prompt_tokens': 2845, 'completion_tokens': 1000, 'total_tokens': 3845}",success,2.081568479537964,False,False,health-care/diapers-incontinence,"Lindor-Bed Saver Shelter 60cmx90cm -Lindor bed saver, disposableshelter that absorb urine losses.   Help keep the bed clean.   They are ideal for keeping clean the sheets, beds or chairs of those peop...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.106720,True,groq
sun-tan/sunscreen/normal-skin,sun-tan/sunscreen/normal-skin,openai/gpt-oss-120b,"{'prompt_tokens': 2868, 'completion_tokens': 460, 'total_tokens': 3328}",success,1.1125259399414062,False,True,sun-tan/face/sensitive-intolerant-skin,A Derma-Protect Invisible Fluid Face Normal to Combination Skin Pocket-Protect invisible fluidspf50+ pocket -Sunscreenfor normal to combination skin for face!Protects from UV radiation and reinforces ...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.108711,True,groq
skin/global-anti-aging/specific-moisturizers,skin/global-anti-aging/specific-moisturizers,openai/gpt-oss-120b,"{'prompt_tokens': 3006, 'completion_tokens': 618, 'total_tokens': 3624}",success,1.4388482570648193,True,True,skin/global-anti-aging/specific-moisturizers,Lancome-Génifique Youth Activating Cream -Lanc&ocirc;me G&eacute;nific Youth Activating Creamis a smoothing treatment with enriched activesfor a renewedand wrinkles-free skin!  Features a velvety text...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.111703,True,groq
fragrance/perfume/parfum-,fragrance/perfume/parfum-concentré,openai/gpt-oss-120b,"{'prompt_tokens': 3023, 'completion_tokens': 623, 'total_tokens': 3646}",success,1.4281797409057617,False,True,fragrance/women,"Jean Paul Gaultier-Scandal Absolu Parfum Concentré-Unveil the bold allure of Jean Paul Gaultier Scandal Absolu Parfum Concentré — a captivating, sensual Chypre Amber fragrance that redefines luxury.Da...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.113694,True,groq
body/deodorants,Category: body/deodorants,openai/gpt-oss-120b,"{'prompt_tokens': 2930, 'completion_tokens': 176, 'total_tokens': 3106}",success,0.5975098609924316,True,True,body/deodorants,"Mukti-Botanique Deodorant-Discover Mukti Botanique Deodorant: A natural, aluminium-free formula ensuring fresh, toxin-free underarms all day!Stay Fresh Naturally!Key Benefits:Aluminium-Free: Safe, nat...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.116685,True,groq
hair/damaged-hair/conditioners,hair/damaged-hair/conditioners,openai/gpt-oss-120b,"{'prompt_tokens': 2866, 'completion_tokens': 456, 'total_tokens': 3322}",success,1.1109764575958252,False,True,hair/contitioner/hair-loss,"LOreal Professionnel-Serie Expert Inforcer Anti-Breakage Conditioner -Serie Expert Inforcer Conditioner allows your hair to become shinermore resistant.  Discover the new Series Expert INFORCER range,...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.120677,True,groq
hair/anti-dandruff/shampoo,hair/anti-dandruff/shampoo,openai/gpt-oss-120b,"{'prompt_tokens': 2920, 'completion_tokens': 193, 'total_tokens': 3113}",success,0.6221287250518799,True,True,hair/anti-dandruff/shampoo,"Apivita-Dry Dandruff Shampoo -Cleans effectively, reducing the flaking and itching from your scalp!  The Dry dandruff shampoo acts on the problem causes, preventing its reappearance.   Moisturizes and...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.123659,True,groq
makeup/face/powders,makeup/face/powders,openai/gpt-oss-120b,"{'prompt_tokens': 3063, 'completion_tokens': 740, 'total_tokens': 3803}",success,1.6431472301483154,False,True,makeup/complexion/powders,"Urban Decay-Stay Naked Threesome Bronzer, Highlighter, Blush-Introducing the Stay Naked Threesome Bronzer, Highlighter, Blush - a vegan trio of essential face powders in one convenient compact. This v...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.126649,True,groq
skin/deep-wrinkles/seruns,skin/deep-wrinkles/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 3089, 'completion_tokens': 588, 'total_tokens': 3677}",success,1.3628880977630615,True,True,skin/deep-wrinkles/seruns,"Biotherm-Blue Retinol Resurface + Repair Serum    -Blue Retinol Resurface + Repair Serumis a powerful innovation born of bioscience, offering maximum renewing effectiveness in a vegan formula*.   Ever...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.128643,True,groq
skin/cleansers-tonners,skin/cleansers-tonners,openai/gpt-oss-120b,"{'prompt_tokens': 2930, 'completion_tokens': 475, 'total_tokens': 3405}",success,1.1511504650115967,False,True,skin/cleansers-tonners/combination-to-oily-skin,"Some by Me-AHA-BHA-PHA 30 Days Miracle Toner-The AHA-BHA-PHA 30 Days Miracle Toner by SOMEBYMI promises to transform the skin structure within 30 days.Removes impurities and sebum, calms irritated ski...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.131632,True,groq
body/moisturisers,body/moisturisers,openai/gpt-oss-120b,"{'prompt_tokens': 3012, 'completion_tokens': 499, 'total_tokens': 3511}",success,1.1834440231323242,False,True,body/scars-reparing-creams,"Reuzel-TAT Shine Tattoo Spray-Achieve a vibrant and defined tattoo with TAT Shine Tattoo Spray, the tattoo brightener that absorbs quickly, enhances colors instantly, and is non-greasy.Perfect for mak...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.132634,True,groq
sun-tan/sunscreen/face,sun-tan/sunscreen/face,openai/gpt-oss-120b,"{'prompt_tokens': 3068, 'completion_tokens': 506, 'total_tokens': 3574}",success,1.2155699729919434,False,True,sun-tan/face/dry-skin,"Youth Lab-Age-Defense Watery Sunscreen-Protect your skin with Youth Lab Age-Defense Watery Sunscreen SPF50 — a lightweight, fast-absorbing sunscreen that shields against UVA, UVB, and environmental po...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.134622,True,groq
skin/global-anti-aging/specific-moisturizers,skin/global-anti-aging/specific-moisturizers,openai/gpt-oss-120b,"{'prompt_tokens': 2857, 'completion_tokens': 420, 'total_tokens': 3277}",success,1.0355830192565918,True,True,skin/global-anti-aging/specific-moisturizers,"Estee Lauder-Re-Nutriv Ultimate Diamond Rich Cream -A captivating texture from the first touch!  The Re-nutriv Ultimate Diamond rich cream is a velvety and invigorating care , which is able to redefin...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.138085,True,groq
,,openai/gpt-oss-120b,"{'prompt_tokens': 2994, 'completion_tokens': 1000, 'total_tokens': 3994}",success,2.1309468746185303,False,False,hair/dry-damaged-hair/seruns-leave-in,"Phyto-Nourishment Elixir Absolute Nourishment Care Oil-Revitalize dry to very dry hair with Phyto Nourishment Elixir Absolute Nourishment Care Oil. Enriched with 7 botanical oils, it nourishes, streng...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.140079,True,groq
fragrance/eau-de-toilette/for-her,fragrance/eau-de-toilette/for-her,openai/gpt-oss-120b,"{'prompt_tokens': 2970, 'completion_tokens': 796, 'total_tokens': 3766}",success,1.7511539459228516,False,True,fragrance/women,"Davidoff-Cool Water Reborn Eau de Toilette -Cool Water Reborn Eau de Toilette for her, where the sparkling notes of bergamot, locally distilled at the brand s harvest center in Italy, blend with the e...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.141074,True,groq
skin/dark-spots/seruns,skin/dark-spots/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 3102, 'completion_tokens': 696, 'total_tokens': 3798}",success,1.5160930156707764,False,True,skin/global-anti-aging/seruns,Benton-Snail Bee High Ultimate Sérum -Snail Bee High Ultimate Seruma multipurpose skin care!   Moisturizes &amp; Brightens the skin!   Presents the essential ingredients:<i>Saccharomyces</i> (Yeast Ex...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.142070,True,groq
skin/eye-care/lost-firmness,skin/eye-care/lost-firmness,openai/gpt-oss-120b,"{'prompt_tokens': 2887, 'completion_tokens': 495, 'total_tokens': 3382}",success,1.1730358600616455,False,True,skin/eye-care/global-anti-aging,"Medik8-Advanced Night Eye Contour-Rejuvenate dull, tired eyes with Advanced Night Eye.This rich yet fast-absorbing cream nourishes the under-eye while you sleep for a beautiful effect come morning.Rev...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.143067,True,groq
body/bath-shower,Category: body/bath-shower,openai/gpt-oss-120b,"{'prompt_tokens': 2909, 'completion_tokens': 510, 'total_tokens': 3419}",success,1.1769390106201172,False,True,body/bath-shower/dryness-dehydration,"A Derma-Rhealba Oat Hydra-Protective Shower Gel -Rhealba oat hydra-protective shower gelwithout soap, delicate cleanses theskins of the whole family.   Indispensable for the hygiene and care of the fr...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.144063,True,groq
skin/eye-care,skin/eye-care,openai/gpt-oss-120b,"{'prompt_tokens': 2894, 'completion_tokens': 953, 'total_tokens': 3847}",success,1.9931044578552246,False,True,skin/eye-care/sensitive-intolerant-skin,Uriage-Toléderm Control Fresh Soothing Eyecare -Tol&eacute;derm control fresh soothing eyecaresoothethe sensations of discomfort (stings and flushing).   Controleye contour reactivity!   With 3 active...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.145060,True,groq
sun-tan/sun-protection,sun-tan/sun-protection,openai/gpt-oss-120b,"{'prompt_tokens': 2932, 'completion_tokens': 505, 'total_tokens': 3437}",success,1.2242302894592285,False,True,sun-tan/sensitivity/face,"Heliocare-360º A-r Emulsion-Maximum tolerance and fluid texture, ensuring a very high and adequate protection, even for the most reactive skins!The 360º A-r Emulsion SPF50+is a care indicated for all ...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.146057,True,groq
body/moisturisers,body/moisturisers,openai/gpt-oss-120b,"{'prompt_tokens': 3004, 'completion_tokens': 204, 'total_tokens': 3208}",success,0.6513833999633789,False,False,fragrance/fragranced-moisturizers,"Chanel-Coco Noir Moisturizing Body Lotion-Discover the groundbreaking CHANEL Coco Noir Moisturizing Body Lotion.A luxurious blend of vibrant and sophisticated notes that leaves your skin soft, supple,...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.148051,True,groq
makeup/face/powders,makeup/face/powders,openai/gpt-oss-120b,"{'prompt_tokens': 2968, 'completion_tokens': 473, 'total_tokens': 3441}",success,1.1528306007385254,False,True,makeup/complexion/concealers-highlighters,BPerfect-Base Elements Palette-The Base Elements - the Complexion Edit is an exquisite palette that transforms your base routine into a luxurious experience. This meticulously crafted palette features...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.149047,True,groq
body/exfoliators,body/exfoliators,openai/gpt-oss-120b,"{'prompt_tokens': 2906, 'completion_tokens': 305, 'total_tokens': 3211}",success,0.8418269157409668,True,True,body/exfoliators,Clarins-Aroma Tonic Sugar Polisher -Clarins Aroma Tonic Sugar Polisher isa fresh and revitalizing exfoliating care with essential oils.   The luminosity developer par excellence!   This scrub leaves t...,prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.150045,True,groq
fragrance/perfume,fragrance/perfume,openai/gpt-oss-120b,"{'prompt_tokens': 3066, 'completion_tokens': 332, 'total_tokens': 3398}",success,0.9109170436859131,False,True,fragrance/women,"Korloff-Korlove Eau de Parfum-Discover Korloff Korlove Eau de Parfum, the seductive perfume by Korloff. A romantic and powdery scent crafted for the modern woman—sensual, elegant, and unforgettable.Wh...",prompt_02,openai/gpt-oss-120b,True,2025-08-07T09:47:38.154030,True,groq
