predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
skin/lip-care/dryness-dehydration,skin/lip-care/dryness-dehydration,openai/gpt-oss-20b,"{'prompt_tokens': 4221, 'completion_tokens': 223, 'total_tokens': 4444}",success,0.6261663436889648,False,False,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant an...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.205835,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4245, 'completion_tokens': 1000, 'total_tokens': 5245}",success,1.277874231338501,False,False,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical act...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.208341,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4341, 'completion_tokens': 1000, 'total_tokens': 5341}",success,1.2608437538146973,False,False,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.209339,True,groq
hair/anti-dandruff/preshampoo-head-scrub,hair/anti-dandruff/preshampoo-head-scrub,openai/gpt-oss-20b,"{'prompt_tokens': 4273, 'completion_tokens': 417, 'total_tokens': 4690}",success,0.7961630821228027,False,True,hair/seruns-leave-in/sensitive-scalp,Lador-Tea Tree Scalp Clinic Hair Pack-Experience the soothing benefits of Tea Tree Scalp Clinic Hair Pack.Effectively removes dead skin cells and soothes the scalp!Formulated with natural ingredients ...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.211333,True,groq
skin/loss-firmness/specific-moisturizers,skin/loss-firmness/specific-moisturizers,openai/gpt-oss-20b,"{'prompt_tokens': 4304, 'completion_tokens': 650, 'total_tokens': 4954}",success,0.960369348526001,True,True,skin/loss-firmness/specific-moisturizers,Roc-Multi Correxion Firm + Lift Firming Cream-Restore facial firmness and redefine contours with Roc Multi Correxion Firm + Lift Anti-Sagging Firming Cream — clinically proven to combat sagging skin.L...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.213324,True,groq
hair/hair-mask/straightening,hair/hair-mask/straightening,openai/gpt-oss-20b,"{'prompt_tokens': 4356, 'completion_tokens': 247, 'total_tokens': 4603}",success,0.6476998329162598,True,True,hair/hair-mask/straightening,"Cotril-K-Smooth Supreme Keratin Mask-Restore and nourish with Cotril K-Smooth Supreme Keratin Mask. This moisturizing treatment disciplines, detangles, and fights frizz, helping to prolong salon kerat...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.214320,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-20b,"{'prompt_tokens': 4398, 'completion_tokens': 198, 'total_tokens': 4596}",success,0.6068181991577148,True,True,fragrance/women,"Korloff-Écorce d'Argent Eau de Parfum-Discover Korloff Écorce d'Argent Eau de Parfum — a niche fragrance where woody elegance meets fresh bergamot, inspired by the grandeur of Saint Petersburg’s Peter...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.215318,True,groq
skin/cleansers-tonners/normal-skin,skin/cleansers-tonners/normal-skin,openai/gpt-oss-20b,"{'prompt_tokens': 4298, 'completion_tokens': 719, 'total_tokens': 5017}",success,1.0314700603485107,False,True,skin/cleansers-tonners/combination-to-oily-skin,"Tocobo-Vita Berry Pore Toner-Ethically produced and Vegan-friendly, Vita Berry Pore Toner is formulated with 50,000ppm of berry water, which includes wild strawberry extract that is abundant in organi...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.216314,True,groq
skin/cleansers-tonners/combination-to-oily-skin,skin/cleansers-tonners/combination-to-oily-skin,openai/gpt-oss-20b,"{'prompt_tokens': 4230, 'completion_tokens': 255, 'total_tokens': 4485}",success,0.6358087062835693,False,False,makeup/complexion/makeup-removers,Clinique-Rinse Off Foaming Cleanser -Rinse off foaming cleanser has the formula indicated for skin type 2 - dry the combination skin.   The combination todry skin will thank this product!    	 	It is ...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.218336,True,groq
skin/dark-spots/seruns,skin/dark-spots/seruns,openai/gpt-oss-20b,"{'prompt_tokens': 4303, 'completion_tokens': 242, 'total_tokens': 4545}",success,0.6277401447296143,True,True,skin/dark-spots/seruns,"Sesderma-Azelac Ru Depigmenting Ampoules Ampoules-Azelac Ru depigmenting ampouleshelp prevent and reduce hyperpigmentation effectively.   Depigmenting action,  anti-inflammatory and antioxidant!   Tha...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T15:19:08.219347,True,groq
