predicted_category,raw_response,status,latency,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.7267687320709229,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant and long lasting effect!   With high UVB/UVA protection, blue light,IV and pollution, its nourishing and moisturizing texturerepairs thedry lips.  It leaves a long-lasting protective film being pleasant to the lips.  Dermatologically tested.",prompt_HCP_02,gpt-oss-20b,True,2025-08-06T15:51:23.379581,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.23224782943725586,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical activity.Skin incredibly more hydrated, light and elastic; becoming more soft and beautiful!A gel-serum with a fresh and fluid texture which, thanks to the presence of hyaluronic acid and High Tech Vitamin C (15%) combats oxidative stress caused by external factors or stress, exerting a revitalizing, illuminating, moisturizing and rejuvenating action.",prompt_HCP_02,gpt-oss-20b,True,2025-08-06T15:51:23.381573,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.2640678882598877,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her and him, these glasses help your vision and protect your eyes from blue light!  Blue light is not necessarily bad for your health. However, the screens of the devices we use so often - smartphones, computers, tablets, ... - emit a great deal of blue light, both during the day and at night. The light they emit can make your eyes tired or irritated. This is called digital eye fatigue.  This is precisely what blue light filter glasses are for: they absorb blue light and prevent it from reaching our eyes, relieving some of the strain.  In the short run, this filter can help you stay focused during the many hours you spend in front of a screen, and in the long run it can even improve your sleep cycle.  The frames give you a look that never goes out of style.",prompt_HCP_02,gpt-oss-20b,True,2025-08-06T15:51:23.383566,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.197066068649292,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant and long lasting effect!   With high UVB/UVA protection, blue light,IV and pollution, its nourishing and moisturizing texturerepairs thedry lips.  It leaves a long-lasting protective film being pleasant to the lips.  Dermatologically tested.",prompt_HCP,gpt-oss-20b,False,2025-08-06T15:51:23.589684,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.2066361904144287,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical activity.Skin incredibly more hydrated, light and elastic; becoming more soft and beautiful!A gel-serum with a fresh and fluid texture which, thanks to the presence of hyaluronic acid and High Tech Vitamin C (15%) combats oxidative stress caused by external factors or stress, exerting a revitalizing, illuminating, moisturizing and rejuvenating action.",prompt_HCP,gpt-oss-20b,False,2025-08-06T15:51:24.812960,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.19986963272094727,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her and him, these glasses help your vision and protect your eyes from blue light!  Blue light is not necessarily bad for your health. However, the screens of the devices we use so often - smartphones, computers, tablets, ... - emit a great deal of blue light, both during the day and at night. The light they emit can make your eyes tired or irritated. This is called digital eye fatigue.  This is precisely what blue light filter glasses are for: they absorb blue light and prevent it from reaching our eyes, relieving some of the strain.  In the short run, this filter can help you stay focused during the many hours you spend in front of a screen, and in the long run it can even improve your sleep cycle.  The frames give you a look that never goes out of style.",prompt_HCP,gpt-oss-20b,False,2025-08-06T15:51:26.025541,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.1879901885986328,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant and long lasting effect!   With high UVB/UVA protection, blue light,IV and pollution, its nourishing and moisturizing texturerepairs thedry lips.  It leaves a long-lasting protective film being pleasant to the lips.  Dermatologically tested.",prompt_01,gpt-oss-20b,False,2025-08-06T15:51:27.240818,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.25563836097717285,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical activity.Skin incredibly more hydrated, light and elastic; becoming more soft and beautiful!A gel-serum with a fresh and fluid texture which, thanks to the presence of hyaluronic acid and High Tech Vitamin C (15%) combats oxidative stress caused by external factors or stress, exerting a revitalizing, illuminating, moisturizing and rejuvenating action.",prompt_01,gpt-oss-20b,False,2025-08-06T15:51:28.513151,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.26901888847351074,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her and him, these glasses help your vision and protect your eyes from blue light!  Blue light is not necessarily bad for your health. However, the screens of the devices we use so often - smartphones, computers, tablets, ... - emit a great deal of blue light, both during the day and at night. The light they emit can make your eyes tired or irritated. This is called digital eye fatigue.  This is precisely what blue light filter glasses are for: they absorb blue light and prevent it from reaching our eyes, relieving some of the strain.  In the short run, this filter can help you stay focused during the many hours you spend in front of a screen, and in the long run it can even improve your sleep cycle.  The frames give you a look that never goes out of style.",prompt_01,gpt-oss-20b,False,2025-08-06T15:51:29.794783,True
error,"Error code: 404 - {'error': {'message': 'The model `gpt-oss-20b` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",error,0.3114809989929199,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant and long lasting effect!   With high UVB/UVA protection, blue light,IV and pollution, its nourishing and moisturizing texturerepairs thedry lips.  It leaves a long-lasting protective film being pleasant to the lips.  Dermatologically tested.",prompt_reasoning_classification,gpt-oss-20b,False,2025-08-06T15:51:31.138377,True
