predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
skin/eye-care,skin/eye-care,openai/gpt-oss-120b,"{'prompt_tokens': 4354, 'completion_tokens': 576, 'total_tokens': 4930}",success,1.4128491878509521,False,True,skin/eye-care/global-anti-aging,"Projet 28-Le Contour Anti-Aging Cream-Discover Projet 28 Le Contour Anti-Aging Eye Contour Cream – the ultimate eye treatment for youthful, hydrated, and radiant skin. Smooths wrinkles, reduces puffin...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.821368,True,groq
mom-baby/before-birth/fertility,mom-baby/before-birth/fertility,openai/gpt-oss-120b,"{'prompt_tokens': 4290, 'completion_tokens': 419, 'total_tokens': 4709}",success,1.039299726486206,True,True,mom-baby/before-birth/fertility,Conceive Plus-Conceive Plus Women's Fertility Support -Conceive plus fertility support female supplement is a targeted care for all women who intend to become pregnant.   A Vegetarian Supplement for W...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.823370,True,groq
skin/masks-exfoliators/anti-spots-masks,skin/masks-exfoliators/anti-spots-masks,openai/gpt-oss-120b,"{'prompt_tokens': 4197, 'completion_tokens': 292, 'total_tokens': 4489}",success,0.7949650287628174,False,True,skin/masks-exfoliators/tissue-masks,"The Creme Shop-Be Clear, Skin! Animated Kitten Face Mask-Be Clear, Skin! Animated Kitten Face Mask cleanses your skin and has anti-acne properties.Face mask infused with witch hazel!Witch Hazel acts a...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.824365,True,groq
health-care/diapers-incontinence,health-care/diapers-incontinence,openai/gpt-oss-120b,"{'prompt_tokens': 4209, 'completion_tokens': 228, 'total_tokens': 4437}",success,0.736102819442749,True,True,health-care/diapers-incontinence,"Lindor-Bed Saver Shelter 60cmx90cm -Lindor bed saver, disposableshelter that absorb urine losses.   Help keep the bed clean.   They are ideal for keeping clean the sheets, beds or chairs of those peop...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.825363,True,groq
sun-tan/face/combination-to,sun-tan/face/combination-to- oily-skin,openai/gpt-oss-120b,"{'prompt_tokens': 4232, 'completion_tokens': 943, 'total_tokens': 5175}",success,2.0678727626800537,False,True,sun-tan/face/sensitive-intolerant-skin,A Derma-Protect Invisible Fluid Face Normal to Combination Skin Pocket-Protect invisible fluidspf50+ pocket -Sunscreenfor normal to combination skin for face!Protects from UV radiation and reinforces ...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.828544,True,groq
skin/deep-wrinkles/specific-moisturizers,skin/deep-wrinkles/specific-moisturizers,openai/gpt-oss-120b,"{'prompt_tokens': 4370, 'completion_tokens': 350, 'total_tokens': 4720}",success,0.9833519458770752,False,True,skin/global-anti-aging/specific-moisturizers,Lancome-Génifique Youth Activating Cream -Lanc&ocirc;me G&eacute;nific Youth Activating Creamis a smoothing treatment with enriched activesfor a renewedand wrinkles-free skin!  Features a velvety text...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.829565,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-120b,"{'prompt_tokens': 4387, 'completion_tokens': 186, 'total_tokens': 4573}",success,0.6783156394958496,True,True,fragrance/women,"Jean Paul Gaultier-Scandal Absolu Parfum Concentré-Unveil the bold allure of Jean Paul Gaultier Scandal Absolu Parfum Concentré — a captivating, sensual Chypre Amber fragrance that redefines luxury.Da...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.831679,True,groq
body/deodorants,body/deodorants,openai/gpt-oss-120b,"{'prompt_tokens': 4294, 'completion_tokens': 97, 'total_tokens': 4391}",success,0.5030198097229004,True,True,body/deodorants,"Mukti-Botanique Deodorant-Discover Mukti Botanique Deodorant: A natural, aluminium-free formula ensuring fresh, toxin-free underarms all day!Stay Fresh Naturally!Key Benefits:Aluminium-Free: Safe, nat...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.832717,True,groq
hair/contitioner,hair/contitioner,openai/gpt-oss-120b,"{'prompt_tokens': 4230, 'completion_tokens': 181, 'total_tokens': 4411}",success,0.6438357830047607,False,True,hair/contitioner/hair-loss,"LOreal Professionnel-Serie Expert Inforcer Anti-Breakage Conditioner -Serie Expert Inforcer Conditioner allows your hair to become shinermore resistant.  Discover the new Series Expert INFORCER range,...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.834849,True,groq
hair/anti-dandruff/shampoo,hair/anti-dandruff/shampoo,openai/gpt-oss-120b,"{'prompt_tokens': 4284, 'completion_tokens': 101, 'total_tokens': 4385}",success,0.49658870697021484,True,True,hair/anti-dandruff/shampoo,"Apivita-Dry Dandruff Shampoo -Cleans effectively, reducing the flaking and itching from your scalp!  The Dry dandruff shampoo acts on the problem causes, preventing its reappearance.   Moisturizes and...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:29:09.835856,True,groq
