predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
,,openai/gpt-oss-120b,"{'prompt_tokens': 4194, 'completion_tokens': 1000, 'total_tokens': 5194}",success,2.201125144958496,False,False,skin/eye-care/global-anti-aging,"Projet 28-Le Contour Anti-Aging Cream-Discover Projet 28 Le Contour Anti-Aging Eye Contour Cream – the ultimate eye treatment for youthful, hydrated, and radiant skin. Smooths wrinkles, reduces puffin...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.510781,True,groq
supplements-vitamins/fertility,supplements-vitamins/fertility,openai/gpt-oss-120b,"{'prompt_tokens': 4130, 'completion_tokens': 280, 'total_tokens': 4410}",success,0.7754590511322021,False,False,mom-baby/before-birth/fertility,Conceive Plus-Conceive Plus Women's Fertility Support -Conceive plus fertility support female supplement is a targeted care for all women who intend to become pregnant.   A Vegetarian Supplement for W...,prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.513812,True,groq
skin/masks-exfoliators/anti-spots-masks,skin/masks-exfoliators/anti-spots-masks,openai/gpt-oss-120b,"{'prompt_tokens': 4037, 'completion_tokens': 301, 'total_tokens': 4338}",success,0.8119955062866211,False,True,skin/masks-exfoliators/tissue-masks,"The Creme Shop-Be Clear, Skin! Animated Kitten Face Mask-Be Clear, Skin! Animated Kitten Face Mask cleanses your skin and has anti-acne properties.Face mask infused with witch hazel!Witch Hazel acts a...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.516807,True,groq
health-care/diapers-incontinence,health-care/diapers-incontinence,openai/gpt-oss-120b,"{'prompt_tokens': 4049, 'completion_tokens': 208, 'total_tokens': 4257}",success,0.6409773826599121,True,True,health-care/diapers-incontinence,"Lindor-Bed Saver Shelter 60cmx90cm -Lindor bed saver, disposableshelter that absorb urine losses.   Help keep the bed clean.   They are ideal for keeping clean the sheets, beds or chairs of those peop...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.519800,True,groq
sun-tan/face/combination-to-oily-skin,sun-tan/face/combination-to-oily-skin,openai/gpt-oss-120b,"{'prompt_tokens': 4072, 'completion_tokens': 513, 'total_tokens': 4585}",success,1.21091628074646,False,True,sun-tan/face/sensitive-intolerant-skin,A Derma-Protect Invisible Fluid Face Normal to Combination Skin Pocket-Protect invisible fluidspf50+ pocket -Sunscreenfor normal to combination skin for face!Protects from UV radiation and reinforces ...,prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.522303,True,groq
skin/global-anti-aging/specific-moisturizers,skin/global-anti-aging/specific-moisturizers,openai/gpt-oss-120b,"{'prompt_tokens': 4210, 'completion_tokens': 386, 'total_tokens': 4596}",success,0.973858118057251,True,True,skin/global-anti-aging/specific-moisturizers,Lancome-Génifique Youth Activating Cream -Lanc&ocirc;me G&eacute;nific Youth Activating Creamis a smoothing treatment with enriched activesfor a renewedand wrinkles-free skin!  Features a velvety text...,prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.524294,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-120b,"{'prompt_tokens': 4227, 'completion_tokens': 165, 'total_tokens': 4392}",success,0.5590639114379883,True,True,fragrance/women,"Jean Paul Gaultier-Scandal Absolu Parfum Concentré-Unveil the bold allure of Jean Paul Gaultier Scandal Absolu Parfum Concentré — a captivating, sensual Chypre Amber fragrance that redefines luxury.Da...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.526752,True,groq
body/deodorants,body/deodorants,openai/gpt-oss-120b,"{'prompt_tokens': 4134, 'completion_tokens': 192, 'total_tokens': 4326}",success,0.6045942306518555,True,True,body/deodorants,"Mukti-Botanique Deodorant-Discover Mukti Botanique Deodorant: A natural, aluminium-free formula ensuring fresh, toxin-free underarms all day!Stay Fresh Naturally!Key Benefits:Aluminium-Free: Safe, nat...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.529793,True,groq
hair/damaged-hair/conditioners,hair/damaged-hair/conditioners,openai/gpt-oss-120b,"{'prompt_tokens': 4070, 'completion_tokens': 321, 'total_tokens': 4391}",success,0.8526368141174316,False,True,hair/contitioner/hair-loss,"LOreal Professionnel-Serie Expert Inforcer Anti-Breakage Conditioner -Serie Expert Inforcer Conditioner allows your hair to become shinermore resistant.  Discover the new Series Expert INFORCER range,...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.532740,True,groq
hair/anti-dandruff/shampoo,hair/anti-dandruff/shampoo,openai/gpt-oss-120b,"{'prompt_tokens': 4124, 'completion_tokens': 80, 'total_tokens': 4204}",success,0.39957594871520996,True,True,hair/anti-dandruff/shampoo,"Apivita-Dry Dandruff Shampoo -Cleans effectively, reducing the flaking and itching from your scalp!  The Dry dandruff shampoo acts on the problem causes, preventing its reappearance.   Moisturizes and...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.534742,True,groq
makeup/complexion/powders,makeup/complexion/powders,openai/gpt-oss-120b,"{'prompt_tokens': 4267, 'completion_tokens': 451, 'total_tokens': 4718}",success,1.0949220657348633,True,True,makeup/complexion/powders,"Urban Decay-Stay Naked Threesome Bronzer, Highlighter, Blush-Introducing the Stay Naked Threesome Bronzer, Highlighter, Blush - a vegan trio of essential face powders in one convenient compact. This v...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.537727,True,groq
skin/global-anti-aging/seruns,skin/global-anti-aging/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4293, 'completion_tokens': 283, 'total_tokens': 4576}",success,0.7811713218688965,False,True,skin/deep-wrinkles/seruns,"Biotherm-Blue Retinol Resurface + Repair Serum    -Blue Retinol Resurface + Repair Serumis a powerful innovation born of bioscience, offering maximum renewing effectiveness in a vegan formula*.   Ever...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.539722,True,groq
skin/cleansers-tonners,skin/cleansers-tonners,openai/gpt-oss-120b,"{'prompt_tokens': 4134, 'completion_tokens': 181, 'total_tokens': 4315}",success,0.5917673110961914,False,True,skin/cleansers-tonners/combination-to-oily-skin,"Some by Me-AHA-BHA-PHA 30 Days Miracle Toner-The AHA-BHA-PHA 30 Days Miracle Toner by SOMEBYMI promises to transform the skin structure within 30 days.Removes impurities and sebum, calms irritated ski...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.541711,True,groq
skin/moisturisers,skin/moisturisers,openai/gpt-oss-120b,"{'prompt_tokens': 4216, 'completion_tokens': 346, 'total_tokens': 4562}",success,0.9439897537231445,False,False,body/scars-reparing-creams,"Reuzel-TAT Shine Tattoo Spray-Achieve a vibrant and defined tattoo with TAT Shine Tattoo Spray, the tattoo brightener that absorbs quickly, enhances colors instantly, and is non-greasy.Perfect for mak...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.543704,True,groq
sun-tan/pre-sun,sun-tan/pre-sun,openai/gpt-oss-120b,"{'prompt_tokens': 4272, 'completion_tokens': 352, 'total_tokens': 4624}",success,0.9123134613037109,False,True,sun-tan/face/dry-skin,"Youth Lab-Age-Defense Watery Sunscreen-Protect your skin with Youth Lab Age-Defense Watery Sunscreen SPF50 — a lightweight, fast-absorbing sunscreen that shields against UVA, UVB, and environmental po...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.546696,True,groq
skin/moisturisers,skin/moisturisers,openai/gpt-oss-120b,"{'prompt_tokens': 4061, 'completion_tokens': 190, 'total_tokens': 4251}",success,0.6346323490142822,False,True,skin/global-anti-aging/specific-moisturizers,"Estee Lauder-Re-Nutriv Ultimate Diamond Rich Cream -A captivating texture from the first touch!  The Re-nutriv Ultimate Diamond rich cream is a velvety and invigorating care , which is able to redefin...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.548687,True,groq
hair/seruns-leave-in,hair/seruns-leave-in,openai/gpt-oss-120b,"{'prompt_tokens': 4198, 'completion_tokens': 453, 'total_tokens': 4651}",success,1.151562213897705,False,True,hair/dry-damaged-hair/seruns-leave-in,"Phyto-Nourishment Elixir Absolute Nourishment Care Oil-Revitalize dry to very dry hair with Phyto Nourishment Elixir Absolute Nourishment Care Oil. Enriched with 7 botanical oils, it nourishes, streng...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.551676,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-120b,"{'prompt_tokens': 4174, 'completion_tokens': 139, 'total_tokens': 4313}",success,0.5167176723480225,True,True,fragrance/women,"Davidoff-Cool Water Reborn Eau de Toilette -Cool Water Reborn Eau de Toilette for her, where the sparkling notes of bergamot, locally distilled at the brand s harvest center in Italy, blend with the e...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.553668,True,groq
skin/seruns,skin/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4306, 'completion_tokens': 263, 'total_tokens': 4569}",success,0.7937629222869873,False,True,skin/global-anti-aging/seruns,Benton-Snail Bee High Ultimate Sérum -Snail Bee High Ultimate Seruma multipurpose skin care!   Moisturizes &amp; Brightens the skin!   Presents the essential ingredients:<i>Saccharomyces</i> (Yeast Ex...,prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.555661,True,groq
skin/eye-care,skin/eye-care,openai/gpt-oss-120b,"{'prompt_tokens': 4091, 'completion_tokens': 360, 'total_tokens': 4451}",success,0.983757734298706,False,True,skin/eye-care/global-anti-aging,"Medik8-Advanced Night Eye Contour-Rejuvenate dull, tired eyes with Advanced Night Eye.This rich yet fast-absorbing cream nourishes the under-eye while you sleep for a beautiful effect come morning.Rev...",prompt_CoT,openai/gpt-oss-120b,True,2025-08-07T09:31:16.556661,True,groq
