predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
skin/masks-exfoliators/tissue-masks,skin/masks-exfoliators/tissue-masks,openai/gpt-oss-120b,"{'prompt_tokens': 4356, 'completion_tokens': 292, 'total_tokens': 4648}",success,0.8711957931518555,True,True,skin/masks-exfoliators/tissue-masks,"Mizon-Joyful Time Mask Jeju Lotus-Brighten and hydrate your skin with Mizon Joyful Time Mask Jeju Lotus. This non-sticky tissue mask evens out skin tone, enhances hydration, and improves texture with ...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.449994,True,groq
skin/moisturisers/sensitive-intolerant-skin,skin/moisturisers/sensitive-intolerant-skin,openai/gpt-oss-120b,"{'prompt_tokens': 4304, 'completion_tokens': 331, 'total_tokens': 4635}",success,0.934833288192749,False,True,skin/dehydration/specific-moisturizers,"Avene-Les Essentiels Nourishing Revitalizing Cream -To combat the sensitive skin, dry, fatigued, uncomfortable and with lack of nutrition,nourishing revitalizing cream,is the best option!  Reinvigorat...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.452064,True,groq
skin/cleansers-tonners/sensitive-skin,skin/cleansers-tonners/sensitive-skin,openai/gpt-oss-120b,"{'prompt_tokens': 4318, 'completion_tokens': 381, 'total_tokens': 4699}",success,1.0665004253387451,False,True,skin/essences-preparing-lotions,"Anua-BHA 2% Gentle Exfoliating Toner-Reveal clearer, smoother skin with Anua BHA 2% Gentle Exfoliating Toner – the ultimate solution for blackheads, clogged pores, and irritation-prone skin.Gentle on ...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.453191,True,groq
skin/deep-wrinkles/seruns,skin/deep-wrinkles/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4308, 'completion_tokens': 591, 'total_tokens': 4899}",success,1.4014978408813477,False,True,skin/dehydration/seruns,"Cos De Baha-Hyaluronic Acid Serum-Discover the secret to youthful, glowing skin with Cos De BAHA Hyaluronic Acid Hydrating Serum. Deep moisture, smooth texture, and visible anti-aging results—all in o...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.454201,True,groq
skin/deep-wrinkles/seruns,skin/deep-wrinkles/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4365, 'completion_tokens': 881, 'total_tokens': 5246}",success,1.915492296218872,False,True,skin/global-anti-aging,Swiss Perfection-Cellular Perfect Rs-28 Ampoules -Is your skin dull and aged?!  With Cellular perfect RS-28 ampoules you can combat the signs of skin ageing and leave your skin younger.   Intensive gl...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.455197,True,groq
skin/deep-wrinkles/specific-moisturizers,skin/deep-wrinkles/specific-moisturizers,openai/gpt-oss-120b,"{'prompt_tokens': 4316, 'completion_tokens': 613, 'total_tokens': 4929}",success,1.4025611877441406,False,True,skin/loss-firmness/specific-moisturizers,Rilastil-Hydrotenseur Gel-Cream Matt-Hydrotenseur Gel-Cream Mattis indicated for aging with loss of firmness.Fills wrinkles and moisturizes the combination skin!Its formula contains:Lupeolo and Miolif...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.456194,True,groq
men/perfumes/fragrances,men/perfumes/fragrances,openai/gpt-oss-120b,"{'prompt_tokens': 4301, 'completion_tokens': 219, 'total_tokens': 4520}",success,0.6800551414489746,True,True,men/perfumes/fragrances,Giorgio Armani-Armani Code Eau de Parfum-Discover a captivating and vibrant intensity encapsulated in this refillable men's fragrance: Armani Code Eau de Parfum.A seductive and vibrant masculinity!Arm...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.458188,True,groq
skin/moisturisers/sensitive-intolerant-skin,skin/moisturisers/sensitive-intolerant-skin,openai/gpt-oss-120b,"{'prompt_tokens': 4231, 'completion_tokens': 369, 'total_tokens': 4600}",success,0.9497148990631104,False,True,skin/dehydration/specific-moisturizers,"Frudia-Blueberry Hydrating Intensive Cream -Blueberry Hydrating Intensive Cream effectivelymoisturizesthe skin!   Hydration for 72H!   With69% blueberry extract, it providesintensive hydrationto the s...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.459184,True,groq
skin/essences-preparing-lotions,skin/essences-preparing-lotions,openai/gpt-oss-120b,"{'prompt_tokens': 4376, 'completion_tokens': 382, 'total_tokens': 4758}",success,1.026831865310669,True,True,skin/essences-preparing-lotions,CosRX-Advanced Snail 96 Mucin Power Essence -Advanced Snail 96 Mucin Power Essencewith 96% snail secretion filtrate (mucin) protects the skin from moisture loss and keeps the skin structure smooth and...,prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.460179,True,groq
sun-tan/face,sun-tan/face,openai/gpt-oss-120b,"{'prompt_tokens': 4340, 'completion_tokens': 206, 'total_tokens': 4546}",success,1.1138272285461426,False,True,sun-tan/face/lightness-anti-spots,"Apivita-Bee Sun Safe Daily Age Repair-Protect, correct, and glow with Apivita Bee Sun Safe Daily Age Repair SPF50—a high-performance face fluid that shields against UV, pollution, and aging signs whil...",prompt_01,openai/gpt-oss-120b,True,2025-08-07T09:27:25.461181,True,groq
