predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
skin/lip-care/sun-protection,skin/lip-care/sun-protection,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 3986, 'completion_tokens': 9, 'total_tokens': 3995}",success,0.3931910991668701,False,False,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant an...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.358128,True,groq
skin/seruns/global-anti-aging,skin/seruns/global-anti-aging,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4009, 'completion_tokens': 10, 'total_tokens': 4019}",success,0.37912845611572266,False,True,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical act...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.360342,True,groq
health-care/eye-care,health-care/eye-care,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4100, 'completion_tokens': 6, 'total_tokens': 4106}",success,0.42551279067993164,False,True,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.361337,True,groq
hair/sensitive-scalp/preshampoo-head-scrub,hair/sensitive-scalp/preshampoo-head-scrub,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4040, 'completion_tokens': 14, 'total_tokens': 4054}",success,0.45716047286987305,False,True,hair/seruns-leave-in/sensitive-scalp,Lador-Tea Tree Scalp Clinic Hair Pack-Experience the soothing benefits of Tea Tree Scalp Clinic Hair Pack.Effectively removes dead skin cells and soothes the scalp!Formulated with natural ingredients ...,prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.362335,True,groq
skin/loss-firmness/specific-moisturizers,skin/loss-firmness/specific-moisturizers,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4067, 'completion_tokens': 13, 'total_tokens': 4080}",success,0.3786742687225342,True,True,skin/loss-firmness/specific-moisturizers,Roc-Multi Correxion Firm + Lift Firming Cream-Restore facial firmness and redefine contours with Roc Multi Correxion Firm + Lift Anti-Sagging Firming Cream — clinically proven to combat sagging skin.L...,prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.363330,True,groq
hair/damaged-hair/masks,hair/damaged-hair/masks,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4126, 'completion_tokens': 9, 'total_tokens': 4135}",success,0.38776183128356934,False,True,hair/hair-mask/straightening,"Cotril-K-Smooth Supreme Keratin Mask-Restore and nourish with Cotril K-Smooth Supreme Keratin Mask. This moisturizing treatment disciplines, detangles, and fights frizz, helping to prolong salon kerat...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.365323,True,groq
fragrance,fragrance,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4171, 'completion_tokens': 4, 'total_tokens': 4175}",success,0.4121420383453369,False,False,fragrance/women,"Korloff-Écorce d'Argent Eau de Parfum-Discover Korloff Écorce d'Argent Eau de Parfum — a niche fragrance where woody elegance meets fresh bergamot, inspired by the grandeur of Saint Petersburg’s Peter...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.366319,True,groq
skin/cleansers-tonners/sensitive-skin,skin/cleansers-tonners/sensitive-skin,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4062, 'completion_tokens': 11, 'total_tokens': 4073}",success,0.4877498149871826,False,True,skin/cleansers-tonners/combination-to-oily-skin,"Tocobo-Vita Berry Pore Toner-Ethically produced and Vegan-friendly, Vita Berry Pore Toner is formulated with 50,000ppm of berry water, which includes wild strawberry extract that is abundant in organi...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.367317,True,groq
skin/cleansers-tonners/combination-to-oily-skin,skin/cleansers-tonners/combination-to-oily-skin,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 3989, 'completion_tokens': 14, 'total_tokens': 4003}",success,0.4046342372894287,False,False,makeup/complexion/makeup-removers,Clinique-Rinse Off Foaming Cleanser -Rinse off foaming cleanser has the formula indicated for skin type 2 - dry the combination skin.   The combination todry skin will thank this product!    	 	It is ...,prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.368477,True,groq
skin/dark-spots/seruns,skin/dark-spots/seruns,meta-llama/llama-4-maverick-17b-128e-instruct,"{'prompt_tokens': 4055, 'completion_tokens': 9, 'total_tokens': 4064}",success,0.39801788330078125,True,True,skin/dark-spots/seruns,"Sesderma-Azelac Ru Depigmenting Ampoules Ampoules-Azelac Ru depigmenting ampouleshelp prevent and reduce hyperpigmentation effectively.   Depigmenting action,  anti-inflammatory and antioxidant!   Tha...",prompt_reason_04,meta-llama/llama-4-maverick-17b-128e-instruct,True,2025-08-07T09:16:38.370474,True,groq
