predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
skin/lip-care,skin/lip-care,openai/gpt-oss-120b,"{'prompt_tokens': 4170, 'completion_tokens': 214, 'total_tokens': 4384}",success,0.7132532596588135,False,False,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant an...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.906696,True,groq
skin/seruns,skin/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4194, 'completion_tokens': 398, 'total_tokens': 4592}",success,1.0007851123809814,False,True,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical act...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.909695,True,groq
skin/eye-care,skin/eye-care,openai/gpt-oss-120b,"{'prompt_tokens': 4290, 'completion_tokens': 331, 'total_tokens': 4621}",success,0.8832492828369141,False,False,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.912679,True,groq
hair/anti-dandruff,hair/anti-dandruff,openai/gpt-oss-120b,"{'prompt_tokens': 4222, 'completion_tokens': 424, 'total_tokens': 4646}",success,1.1151490211486816,False,True,hair/seruns-leave-in/sensitive-scalp,Lador-Tea Tree Scalp Clinic Hair Pack-Experience the soothing benefits of Tea Tree Scalp Clinic Hair Pack.Effectively removes dead skin cells and soothes the scalp!Formulated with natural ingredients ...,prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.914680,True,groq
skin/loss-firmness/specific-moisturizers,skin/loss-firmness/specific-moisturizers,openai/gpt-oss-120b,"{'prompt_tokens': 4253, 'completion_tokens': 325, 'total_tokens': 4578}",success,0.9111952781677246,True,True,skin/loss-firmness/specific-moisturizers,Roc-Multi Correxion Firm + Lift Firming Cream-Restore facial firmness and redefine contours with Roc Multi Correxion Firm + Lift Anti-Sagging Firming Cream — clinically proven to combat sagging skin.L...,prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.918026,True,groq
hair/hair-mask,hair/hair-mask,openai/gpt-oss-120b,"{'prompt_tokens': 4305, 'completion_tokens': 250, 'total_tokens': 4555}",success,0.732490062713623,False,True,hair/hair-mask/straightening,"Cotril-K-Smooth Supreme Keratin Mask-Restore and nourish with Cotril K-Smooth Supreme Keratin Mask. This moisturizing treatment disciplines, detangles, and fights frizz, helping to prolong salon kerat...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.920069,True,groq
fragrance,fragrance,openai/gpt-oss-120b,"{'prompt_tokens': 4347, 'completion_tokens': 395, 'total_tokens': 4742}",success,1.0128321647644043,False,False,fragrance/women,"Korloff-Écorce d'Argent Eau de Parfum-Discover Korloff Écorce d'Argent Eau de Parfum — a niche fragrance where woody elegance meets fresh bergamot, inspired by the grandeur of Saint Petersburg’s Peter...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.923010,True,groq
skin/cleansers-tonners,skin/cleansers-tonners,openai/gpt-oss-120b,"{'prompt_tokens': 4247, 'completion_tokens': 439, 'total_tokens': 4686}",success,1.1215081214904785,False,True,skin/cleansers-tonners/combination-to-oily-skin,"Tocobo-Vita Berry Pore Toner-Ethically produced and Vegan-friendly, Vita Berry Pore Toner is formulated with 50,000ppm of berry water, which includes wild strawberry extract that is abundant in organi...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.927021,True,groq
skin/cleansers-tonners/combination-to-oily-skin,skin/cleansers-tonners/combination-to-oily-skin,openai/gpt-oss-120b,"{'prompt_tokens': 4179, 'completion_tokens': 592, 'total_tokens': 4771}",success,1.37990140914917,False,False,makeup/complexion/makeup-removers,Clinique-Rinse Off Foaming Cleanser -Rinse off foaming cleanser has the formula indicated for skin type 2 - dry the combination skin.   The combination todry skin will thank this product!    	 	It is ...,prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.930007,True,groq
skin/dark-spots/seruns,skin/dark-spots/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4252, 'completion_tokens': 245, 'total_tokens': 4497}",success,0.7683560848236084,True,True,skin/dark-spots/seruns,"Sesderma-Azelac Ru Depigmenting Ampoules Ampoules-Azelac Ru depigmenting ampouleshelp prevent and reduce hyperpigmentation effectively.   Depigmenting action,  anti-inflammatory and antioxidant!   Tha...",prompt_reason_04,openai/gpt-oss-120b,True,2025-08-07T09:12:42.932001,True,groq
skin/lip-care,skin/lip-care,openai/gpt-oss-120b,"{'prompt_tokens': 4727, 'completion_tokens': 243, 'total_tokens': 4970}",success,0.7363286018371582,False,False,sun-tan/eyes-lips-sensitive-areas,"Babe-Fotoprotector Lip Protection SPF50 Invisible -Fotoprotector Lip Protection SPF50 Invisibleallows aprolonged protection and hydration of the lips, giving a transparent finish.   Water resistant an...",prompt_HCP,openai/gpt-oss-120b,False,2025-08-07T09:12:43.676616,True,groq
skin/firming-anti-ageing/seruns,skin/firming-anti-ageing/seruns,openai/gpt-oss-120b,"{'prompt_tokens': 4751, 'completion_tokens': 263, 'total_tokens': 5014}",success,0.7700717449188232,False,True,skin/dark-spots/seruns,"Rilastil-Intense C Gel Serum-Intense C Gel Serum is a protective serum specially formulated for skin that is subject to oxidizing aggressors,such as the sun, smoke, pollution, and intense physical act...",prompt_HCP,openai/gpt-oss-120b,False,2025-08-07T09:12:44.970075,True,groq
,,openai/gpt-oss-120b,"{'prompt_tokens': 4847, 'completion_tokens': 1000, 'total_tokens': 5847}",success,2.1672370433807373,False,False,health-care/contact-lenses,"Montana Eyewear-Blue Light Filter Glasses HBLF73A Turtle -Lightweight, practical and very comfortable, perfect for everyday life!   Choose the diopter that best suits your vision!   Ideal for both her...",prompt_HCP,openai/gpt-oss-120b,False,2025-08-07T09:12:47.665970,True,groq
hair/masks,hair/masks,openai/gpt-oss-120b,"{'prompt_tokens': 4779, 'completion_tokens': 525, 'total_tokens': 5304}",success,1.3004257678985596,False,True,hair/seruns-leave-in/sensitive-scalp,Lador-Tea Tree Scalp Clinic Hair Pack-Experience the soothing benefits of Tea Tree Scalp Clinic Hair Pack.Effectively removes dead skin cells and soothes the scalp!Formulated with natural ingredients ...,prompt_HCP,openai/gpt-oss-120b,False,2025-08-07T09:12:49.495204,True,groq
,,openai/gpt-oss-120b,"{'prompt_tokens': 4810, 'completion_tokens': 1000, 'total_tokens': 5810}",success,2.1477997303009033,False,False,skin/loss-firmness/specific-moisturizers,Roc-Multi Correxion Firm + Lift Firming Cream-Restore facial firmness and redefine contours with Roc Multi Correxion Firm + Lift Anti-Sagging Firming Cream — clinically proven to combat sagging skin.L...,prompt_HCP,openai/gpt-oss-120b,False,2025-08-07T09:12:52.163282,True,groq
hair/hair-mask,hair/hair-mask,openai/gpt-oss-120b,"{'prompt_tokens': 4862, 'completion_tokens': 455, 'total_tokens': 5317}",success,1.210846185684204,False,True,hair/hair-mask/straightening,"Cotril-K-Smooth Supreme Keratin Mask-Restore and nourish with Cotril K-Smooth Supreme Keratin Mask. This moisturizing treatment disciplines, detangles, and fights frizz, helping to prolong salon kerat...",prompt_HCP,openai/gpt-oss-120b,False,2025-08-07T09:12:53.898828,True,groq
