Index,Dataset_Row,Feature_brand,Feature_itemCapacity,Feature_itemCapacityUnits,Feature_packType,Feature_nameEN,Feature_hsCodeNav,Actual_weight,Predicted_weight,Residual_weight,AbsResidual_weight,IsOutlier_weight,Actual_width,Predicted_width,Residual_width,AbsResidual_width,IsOutlier_width,Actual_height,Predicted_height,Residual_height,AbsResidual_height,IsOutlier_height,Actual_depth,Predicted_depth,Residual_depth,AbsResidual_depth,IsOutlier_depth,IsOutlier_Any,Outlier_Count
5505,16,302,200,2,0,129,8,262,251.47333333333336,-10.526666666666642,10.526666666666642,False,10,6.395,-3.6050000000000004,3.6050000000000004,False,10,17.825,7.824999999999999,7.824999999999999,True,6,6.024095238095238,0.024095238095237725,0.024095238095237725,False,True,1
358,22,460,50,2,0,85,2,187,207.63663348807194,20.636633488071936,20.636633488071936,False,13,6.225128015474377,-6.774871984525623,6.774871984525623,True,6,13.05309682530232,7.053096825302321,7.053096825302321,True,5,4.622651892612032,-0.3773481073879683,0.3773481073879683,False,True,2
13401,24,589,1,1,1,35,7,550,428.7943333333333,-121.20566666666667,121.20566666666667,False,7,15.329678571428573,8.329678571428573,8.329678571428573,True,16,22.77318614718614,6.773186147186141,6.773186147186141,False,3,6.354,3.354,3.354,True,True,2
15189,25,464,200,2,0,84,7,251,541.9154523809524,290.9154523809524,290.9154523809524,True,6,9.32452380952381,3.3245238095238108,3.3245238095238108,False,20,13.105285714285712,-6.894714285714288,6.894714285714288,True,6,8.126047619047618,2.1260476190476183,2.1260476190476183,False,True,2
11000,28,597,1,1,0,165,13,302,715.0336111111111,413.0336111111111,413.0336111111111,True,10,14.647944444444446,4.647944444444446,4.647944444444446,False,23,22.267242424242422,-0.7327575757575779,0.7327575757575779,False,5,10.831333333333331,5.8313333333333315,5.8313333333333315,True,True,2
17790,30,328,1,1,1,31,11,1637,1040.5448333333331,-596.4551666666669,596.4551666666669,True,21,14.952499999999997,-6.047500000000003,6.047500000000003,True,30,22.753257575757576,-7.246742424242424,7.246742424242424,True,7,7.004380952380952,0.004380952380952152,0.004380952380952152,False,True,3
7416,31,129,50,2,0,48,16,155,145.18666666666667,-9.813333333333333,9.813333333333333,False,12,4.3,-7.7,7.7,True,4,11.048095238095238,7.048095238095238,7.048095238095238,True,4,4.176666666666667,0.17666666666666675,0.17666666666666675,False,True,2
20737,33,223,1,1,1,93,7,1079,422.3266666666667,-656.6733333333333,656.6733333333333,True,25,20.817857142857143,-4.182142857142857,4.182142857142857,False,19,16.448666666666668,-2.551333333333332,2.551333333333332,False,8,5.7371428571428575,-2.2628571428571425,2.2628571428571425,False,True,1
18710,50,23,1,1,0,111,26,124,769.5109985569986,645.5109985569986,645.5109985569986,True,9,14.879796176046177,5.879796176046177,5.879796176046177,True,18,18.888080447330452,0.8880804473304522,0.8880804473304522,False,3,10.76577777777778,7.76577777777778,7.76577777777778,True,True,3
11397,56,417,1,1,1,85,2,925,617.0177709137268,-307.98222908627315,307.98222908627315,True,29,19.622393431731663,-9.377606568268337,9.377606568268337,True,21,20.153457045405574,-0.8465429545944261,0.8465429545944261,False,6,6.757265221706397,0.7572652217063967,0.7572652217063967,False,True,2
4756,70,255,250,2,0,32,11,274,280.2375,6.237500000000011,6.237500000000011,False,8,7.5,-0.5,0.5,False,20,12.929166666666665,-7.070833333333335,7.070833333333335,True,5,5.49,0.4900000000000002,0.4900000000000002,False,True,1
15594,79,260,60,2,0,134,7,90,155.36235714285715,65.36235714285715,65.36235714285715,False,5,6.67,1.67,1.67,False,15,7.987670634920636,-7.012329365079364,7.012329365079364,True,5,5.67,0.6699999999999999,0.6699999999999999,False,True,1
16727,84,386,1,1,0,1,4,83,64.72931349206351,-18.27068650793649,18.27068650793649,False,8,7.760448412698414,-0.23955158730158566,0.23955158730158566,False,22,14.62713888888889,-7.37286111111111,7.37286111111111,True,5,3.7232976190476204,-1.2767023809523796,1.2767023809523796,False,True,1
18160,86,261,1,1,1,142,11,1180,334.69199999999995,-845.308,845.308,True,17,13.932333333333334,-3.067666666666666,3.067666666666666,False,22,15.571737588652482,-6.428262411347518,6.428262411347518,False,9,4.981222222222223,-4.018777777777777,4.018777777777777,True,True,2
19180,87,339,150,2,0,120,7,180,181.41887082362078,1.4188708236207788,1.4188708236207788,False,4,5.730593378843379,1.7305933788433787,1.7305933788433787,False,8,17.17985431235431,9.179854312354308,9.179854312354308,True,4,4.403328005328006,0.4033280053280057,0.4033280053280057,False,True,1
20905,91,78,1,1,1,131,7,120,440.3766666666667,320.3766666666667,320.3766666666667,True,10,19.426666666666666,9.426666666666666,9.426666666666666,True,15,16.565,1.5650000000000013,1.5650000000000013,False,4,7.479666666666667,3.4796666666666667,3.4796666666666667,True,True,3
18962,116,236,16,4,0,128,6,600,66.14133333333332,-533.8586666666666,533.8586666666666,True,4,4.61,0.6100000000000003,0.6100000000000003,False,12,11.38857142857143,-0.6114285714285703,0.6114285714285703,False,4,4.15,0.15000000000000036,0.15000000000000036,False,True,1
6533,119,117,400,2,0,84,7,460,505.4569999999999,45.45699999999988,45.45699999999988,False,9,7.597333333333333,-1.4026666666666667,1.4026666666666667,False,9,18.801190476190477,9.801190476190477,9.801190476190477,True,9,7.52,-1.4800000000000004,1.4800000000000004,False,True,1
18900,134,340,250,2,1,57,8,705,979.9356666666667,274.93566666666675,274.93566666666675,True,10,21.081999999999997,11.081999999999997,11.081999999999997,True,21,20.487428571428573,-0.5125714285714267,0.5125714285714267,False,6,6.12,0.1200000000000001,0.1200000000000001,False,True,2
17820,174,255,500,2,0,129,8,565,565.4030952380951,0.4030952380951476,0.4030952380951476,False,10,8.32,-1.6799999999999997,1.6799999999999997,False,9,18.26,9.260000000000002,9.260000000000002,True,10,6.653333333333333,-3.3466666666666667,3.3466666666666667,True,True,2
12945,178,498,4,4,0,97,3,30,30.68192008133765,0.6819200813376511,0.6819200813376511,False,10,4.12882865925784,-5.87117134074216,5.87117134074216,True,2,8.33349893733717,6.33349893733717,6.33349893733717,False,2,2.082780994117681,0.08278099411768114,0.08278099411768114,False,True,1
14965,183,577,5,4,0,128,6,43,113.67505952380957,70.67505952380957,70.67505952380957,False,7,6.660166666666666,-0.3398333333333339,0.3398333333333339,False,3,7.08958170995671,4.08958170995671,4.08958170995671,False,7,2.2482976190476194,-4.751702380952381,4.751702380952381,True,True,1
15476,187,283,9,4,0,96,3,20,20.487020202020204,0.48702020202020435,0.48702020202020435,False,10,2.96025,-7.03975,7.03975,True,3,10.145,7.145,7.145,True,3,2.935,-0.06499999999999995,0.06499999999999995,False,True,2
17983,189,215,1,1,0,65,4,78,188.11600757575758,110.11600757575758,110.11600757575758,False,18,16.9776645021645,-1.022335497835499,1.022335497835499,False,11,21.87465379065379,10.874653790653792,10.874653790653792,True,5,5.296785353535354,0.29678535353535374,0.29678535353535374,False,True,1
18370,190,556,3,4,0,68,4,40,27.70131712731713,-12.298682872682871,12.298682872682871,False,5,3.4298333333333333,-1.5701666666666667,1.5701666666666667,False,3,12.71,9.71,9.71,True,5,1.873333333333333,-3.126666666666667,3.126666666666667,False,True,1
16627,192,124,1,1,5,88,0,737,285.50633333333326,-451.49366666666674,451.49366666666674,True,15,14.006333333333332,-0.9936666666666678,0.9936666666666678,False,16,13.23583333333333,-2.7641666666666698,2.7641666666666698,False,11,5.5,-5.5,5.5,True,True,2
1800,203,436,50,2,0,45,7,208,145.04983119658115,-62.95016880341885,62.95016880341885,False,7,5.364930680430681,-1.6350693195693191,1.6350693195693191,False,6,14.175346597846602,8.175346597846602,8.175346597846602,True,7,5.364930680430681,-1.6350693195693191,1.6350693195693191,False,True,1
11401,220,36,40,2,0,33,7,78,66.1716993872141,-11.828300612785895,11.828300612785895,False,5,5.0,0.0,0.0,False,2,13.341575889796486,11.341575889796486,11.341575889796486,True,3,3.8781448273948276,0.8781448273948276,0.8781448273948276,False,True,1
1097,224,457,28,1,0,52,30,2958,2353.6555165945165,-604.3444834054835,604.3444834054835,True,39,37.24688655788657,-1.7531134421134311,1.7531134421134311,False,24,23.71394316794317,-0.2860568320568291,0.2860568320568291,False,18,16.110107420357426,-1.8898925796425736,1.8898925796425736,False,True,1
3271,239,436,50,2,0,8,7,131,179.7963217694757,48.796321769475696,48.796321769475696,False,5,6.311226410242664,1.3112264102426643,1.3112264102426643,False,16,9.268378680401126,-6.731621319598874,6.731621319598874,True,5,6.3112264102426625,1.3112264102426625,1.3112264102426625,False,True,1
18938,245,517,1,1,1,100,4,475,265.54476190476197,-209.45523809523803,209.45523809523803,False,38,16.41,-21.59,21.59,True,18,17.41,-0.5899999999999999,0.5899999999999999,False,16,4.783333333333333,-11.216666666666667,11.216666666666667,True,True,2
14892,249,342,50,2,0,56,7,230,135.1992619047619,-94.8007380952381,94.8007380952381,False,9,6.152392857142858,-2.847607142857142,2.847607142857142,False,11,10.36295238095238,-0.6370476190476193,0.6370476190476193,False,9,5.400047619047618,-3.5999523809523817,3.5999523809523817,True,True,1
8939,252,128,30,2,0,141,7,390,109.73333333333332,-280.26666666666665,280.26666666666665,True,5,4.7241,-0.27590000000000003,0.27590000000000003,False,17,12.82483333333333,-4.175166666666669,4.175166666666669,False,5,4.005000000000001,-0.9949999999999992,0.9949999999999992,False,True,1
16901,253,100,75,2,5,166,12,102,129.7594532967033,27.7594532967033,27.7594532967033,False,19,7.309392857142859,-11.690607142857141,11.690607142857141,True,4,15.140768315018313,11.140768315018313,11.140768315018313,True,3,3.800644216894217,0.8006442168942169,0.8006442168942169,False,True,2
19201,255,320,1,1,0,58,7,1278,511.71166666666664,-766.2883333333334,766.2883333333334,True,10,13.077222222222222,3.077222222222222,3.077222222222222,False,24,14.92966666666667,-9.07033333333333,9.07033333333333,True,9,6.869999999999999,-2.130000000000001,2.130000000000001,False,True,2
20525,259,463,1,14,0,75,5,95,120.36996638385764,25.369966383857644,25.369966383857644,False,11,10.582890859140857,-0.41710914085914297,0.41710914085914297,False,18,25.34491527916529,7.3449152791652885,7.3449152791652885,True,2,2.6186829004329,0.6186829004329,0.6186829004329,False,True,1
17637,260,298,1,1,1,85,2,500,807.0512380952382,307.0512380952382,307.0512380952382,True,17,23.73309523809524,6.733095238095238,6.733095238095238,True,16,20.644619047619045,4.644619047619045,4.644619047619045,False,8,6.760619047619048,-1.2393809523809516,1.2393809523809516,False,True,2
8202,264,454,1,1,1,58,18,690,365.86635714285717,-324.13364285714283,324.13364285714283,True,13,17.613999999999997,4.613999999999997,4.613999999999997,False,16,16.332809523809523,0.332809523809523,0.332809523809523,False,8,6.413166666666667,-1.5868333333333329,1.5868333333333329,False,True,1
19973,271,250,50,2,0,120,7,59,77.49333333333333,18.493333333333325,18.493333333333325,False,6,5.151666666666666,-0.8483333333333336,0.8483333333333336,False,11,13.891499999999999,2.891499999999999,2.891499999999999,False,9,3.505,-5.495,5.495,True,True,1
2141,272,427,300,2,0,57,11,389,332.78457142857144,-56.21542857142856,56.21542857142856,False,10,6.701666666666666,-3.298333333333334,3.298333333333334,False,8,16.382333333333335,8.382333333333335,8.382333333333335,True,10,5.502595238095239,-4.497404761904761,4.497404761904761,True,True,2
4135,288,161,1,1,3,120,7,451,334.2673333333333,-116.73266666666672,116.73266666666672,False,6,11.679166666666665,5.679166666666665,5.679166666666665,True,21,17.872333333333334,-3.1276666666666664,3.1276666666666664,False,6,5.174166666666667,-0.8258333333333328,0.8258333333333328,False,True,1
16473,295,410,1,1,0,105,4,465,206.0096388888889,-258.9903611111111,258.9903611111111,True,24,10.173484126984128,-13.826515873015872,13.826515873015872,True,14,14.754904761904763,0.7549047619047631,0.7549047619047631,False,9,3.2753333333333337,-5.724666666666666,5.724666666666666,True,True,3
13915,317,171,2,4,0,162,7,5,284.8908333333333,279.8908333333333,279.8908333333333,True,10,5.322435897435898,-4.677564102564102,4.677564102564102,False,15,12.412063492063494,-2.587936507936506,2.587936507936506,False,1,3.557923076923077,2.557923076923077,2.557923076923077,False,True,1
19928,323,328,1,1,1,57,8,1140,1354.3100057720055,214.31000577200552,214.31000577200552,False,13,19.019010101010103,6.019010101010103,6.019010101010103,True,23,25.534729797979793,2.534729797979793,2.534729797979793,False,7,6.729133838383838,-0.27086616161616206,0.27086616161616206,False,True,1
11698,333,594,70,1,0,72,7,392,251.99741666666665,-140.00258333333335,140.00258333333335,False,10,8.567,-1.4329999999999998,1.4329999999999998,False,9,9.756916666666667,0.7569166666666671,0.7569166666666671,False,10,6.534666666666667,-3.4653333333333327,3.4653333333333327,True,True,1
2797,336,339,175,2,0,20,7,257,231.72975,-25.270250000000004,25.270250000000004,False,9,7.174333333333334,-1.8256666666666659,1.8256666666666659,False,6,16.95228571428571,10.952285714285711,10.952285714285711,True,9,5.43,-3.5700000000000003,3.5700000000000003,True,True,2
18150,339,446,1,1,1,58,18,1165,612.0359227994228,-552.9640772005772,552.9640772005772,True,18,17.7295330634278,-0.27046693657219834,0.27046693657219834,False,19,17.247809523809526,-1.7521904761904743,1.7521904761904743,False,8,8.118875484164958,0.11887548416495797,0.11887548416495797,False,True,1
12135,344,255,500,2,0,129,8,706,565.4030952380951,-140.59690476190485,140.59690476190485,False,9,8.32,-0.6799999999999997,0.6799999999999997,False,11,18.26,7.260000000000002,7.260000000000002,True,9,6.653333333333333,-2.3466666666666667,2.3466666666666667,False,True,1
13457,346,193,1,1,0,157,10,717,991.5972405756868,274.5972405756868,274.5972405756868,True,38,33.74935376581622,-4.250646234183783,4.250646234183783,False,9,14.993243562294262,5.993243562294262,5.993243562294262,False,9,9.7903492470292,0.7903492470291997,0.7903492470291997,False,True,1
13972,352,336,15,2,0,100,4,125,33.93,-91.07,91.07,False,6,4.33,-1.67,1.67,False,5,12.6,7.6,7.6,True,6,3.92,-2.08,2.08,False,True,1
4106,359,117,50,2,0,109,7,71,168.21142857142854,97.21142857142854,97.21142857142854,False,4,7.764761904761904,3.7647619047619036,3.7647619047619036,False,16,6.771999999999999,-9.228000000000002,9.228000000000002,True,4,7.732380952380952,3.732380952380952,3.732380952380952,True,True,2
20609,361,281,1,1,1,109,7,371,516.476626984127,145.47662698412705,145.47662698412705,False,12,20.17870238095237,8.17870238095237,8.17870238095237,True,16,17.699837301587305,1.699837301587305,1.699837301587305,False,7,7.73791666666667,0.7379166666666697,0.7379166666666697,False,True,1
13346,364,614,1,1,0,1,4,195,81.13502838896073,-113.86497161103927,113.86497161103927,False,20,9.618561897781886,-10.381438102218114,10.381438102218114,True,10,19.43941804747244,9.43941804747244,9.43941804747244,True,5,2.0212126770563663,-2.9787873229436337,2.9787873229436337,False,True,2
5953,366,452,50,2,0,101,7,156,405.1958055555556,249.19580555555558,249.19580555555558,False,5,8.509500000000001,3.509500000000001,3.509500000000001,False,16,10.061777777777777,-5.9382222222222225,5.9382222222222225,False,5,8.4795,3.4795,3.4795,True,True,1
12415,389,416,150,2,0,142,11,170,172.92047619047614,2.920476190476137,2.920476190476137,False,6,11.249047619047614,5.249047619047614,5.249047619047614,True,19,12.387142857142857,-6.612857142857143,6.612857142857143,False,4,4.16,0.16000000000000014,0.16000000000000014,False,True,1
20511,394,78,1,1,1,101,7,190,304.4748333333333,114.47483333333332,114.47483333333332,False,22,13.865500000000003,-8.134499999999997,8.134499999999997,True,15,13.304,-1.6959999999999997,1.6959999999999997,False,4,6.1963333333333335,2.1963333333333335,2.1963333333333335,False,True,1
18490,403,556,50,2,0,131,7,89,76.18626190476189,-12.813738095238108,12.813738095238108,False,5,4.445500000000001,-0.5544999999999991,0.5544999999999991,False,4,12.525333333333332,8.525333333333332,8.525333333333332,True,5,3.5457619047619047,-1.4542380952380953,1.4542380952380953,False,True,1
15817,433,78,1,1,1,8,7,260,422.15444047619036,162.15444047619036,162.15444047619036,False,12,18.010952380952382,6.010952380952382,6.010952380952382,True,15,17.08377380952381,2.0837738095238088,2.0837738095238088,False,5,8.698,3.6980000000000004,3.6980000000000004,True,True,2
18852,438,532,100,2,0,85,2,1044,663.6411253132832,-380.35887468671683,380.35887468671683,True,12,12.008617794486218,0.008617794486218244,0.008617794486218244,False,21,19.809929197994986,-1.190070802005014,1.190070802005014,False,9,7.1994385964912295,-1.8005614035087705,1.8005614035087705,False,True,1
17839,441,140,1,1,1,144,8,1210,1113.4048809523813,-96.59511904761871,96.59511904761871,False,29,23.316876984126992,-5.683123015873008,5.683123015873008,True,22,21.205369047619048,-0.7946309523809525,0.7946309523809525,False,9,9.0,0.0,0.0,False,True,1
2305,443,274,200,2,0,120,7,265,231.82371428571415,-33.176285714285854,33.176285714285854,False,10,7.328928571428569,-2.671071428571431,2.671071428571431,False,7,14.853595238095238,7.853595238095238,7.853595238095238,True,10,5.919571428571427,-4.080428571428573,4.080428571428573,True,True,2
16485,463,76,250,2,6,104,7,428,289.342,-138.65800000000002,138.65800000000002,False,10,7.006,-2.9939999999999998,2.9939999999999998,False,8,17.78666666666667,9.786666666666669,9.786666666666669,True,10,5.636666666666668,-4.363333333333332,4.363333333333332,True,True,2
7138,479,590,30,1,0,8,0,230,147.99,-82.00999999999999,82.00999999999999,False,8,12.06,4.0600000000000005,4.0600000000000005,False,13,16.52,3.5199999999999996,3.5199999999999996,False,11,4.363,-6.637,6.637,True,True,1
11804,489,431,113,4,0,157,15,140,139.122,-0.8779999999999859,0.8779999999999859,False,10,9.357999999999999,-0.6420000000000012,0.6420000000000012,False,10,3.584916666666666,-6.4150833333333335,6.4150833333333335,False,3,8.255833333333335,5.255833333333335,5.255833333333335,True,True,1
20978,496,117,400,2,0,58,7,454,506.02666666666664,52.02666666666664,52.02666666666664,False,9,6.9608333333333325,-2.0391666666666675,2.0391666666666675,False,8,19.9,11.899999999999999,11.899999999999999,True,9,6.6325,-2.3674999999999997,2.3674999999999997,False,True,1
1608,501,121,1,1,0,165,13,16,21.259050863014537,5.2590508630145365,5.2590508630145365,False,5,14.38781087480394,9.38781087480394,9.38781087480394,True,25,14.629913595056426,-10.370086404943574,10.370086404943574,True,1,2.0428733229546387,1.0428733229546387,1.0428733229546387,False,True,2
250,519,18,300,2,0,61,7,368,511.56916666666666,143.56916666666666,143.56916666666666,False,6,8.936666666666666,2.9366666666666656,2.9366666666666656,False,25,14.8,-10.2,10.2,True,6,8.0275,2.0275,2.0275,False,True,1
13945,521,414,1,1,3,15,7,1347,412.105,-934.895,934.895,True,24,11.27,-12.73,12.73,True,13,17.736,4.736000000000001,4.736000000000001,False,7,7.533333333333334,0.5333333333333341,0.5333333333333341,False,True,2
2917,534,351,200,4,0,93,7,223,258.4075476190476,35.40754761904759,35.40754761904759,False,8,8.446333333333333,0.44633333333333347,0.44633333333333347,False,20,9.349761904761905,-10.650238095238095,10.650238095238095,True,5,6.28175,1.2817499999999997,1.2817499999999997,False,True,1
2987,540,493,1000,2,0,12,18,1217,1122.0548809523807,-94.9451190476193,94.9451190476193,False,9,8.1,-0.9000000000000004,0.9000000000000004,False,24,23.475690476190472,-0.5243095238095279,0.5243095238095279,False,4,8.26,4.26,4.26,True,True,1
11968,544,571,50,4,0,140,7,72,95.23333333333333,23.233333333333334,23.233333333333334,False,13,5.625555555555556,-7.374444444444444,7.374444444444444,True,6,10.72,4.720000000000001,4.720000000000001,False,3,3.9449999999999994,0.9449999999999994,0.9449999999999994,False,True,1
14716,549,428,1,1,1,68,4,130,295.86414285714284,165.86414285714284,165.86414285714284,False,24,14.163435897435898,-9.836564102564102,9.836564102564102,True,20,18.48702521008403,-1.512974789915969,1.512974789915969,False,9,5.614277777777777,-3.385722222222223,3.385722222222223,True,True,2
5162,551,214,50,2,0,58,7,231,166.7925,-64.20750000000001,64.20750000000001,False,9,5.268333333333333,-3.7316666666666674,3.7316666666666674,False,9,12.631000000000002,3.631000000000002,3.631000000000002,False,9,5.0408333333333335,-3.9591666666666665,3.9591666666666665,True,True,1
11001,575,597,1,1,0,165,13,308,715.0336111111111,407.0336111111111,407.0336111111111,True,11,14.647944444444446,3.6479444444444464,3.6479444444444464,False,24,22.267242424242422,-1.732757575757578,1.732757575757578,False,5,10.831333333333331,5.8313333333333315,5.8313333333333315,True,True,2
17960,581,443,1,1,1,8,4,230,364.35797619047617,134.35797619047617,134.35797619047617,False,14,17.63353174603175,3.6335317460317498,3.6335317460317498,False,8,16.32955952380953,8.329559523809529,8.329559523809529,True,10,6.85795238095238,-3.14204761904762,3.14204761904762,False,True,1
5362,584,217,100,2,0,157,10,208,163.26,-44.74000000000001,44.74000000000001,False,5,7.715,2.715,2.715,False,15,7.56,-7.44,7.44,True,5,7.690833333333333,2.690833333333333,2.690833333333333,False,True,1
14533,595,18,50,2,0,81,7,260,144.24249999999998,-115.75750000000002,115.75750000000002,False,8,6.125,-1.875,1.875,False,8,11.4465,3.4465000000000003,3.4465000000000003,False,8,4.620833333333334,-3.3791666666666664,3.3791666666666664,True,True,1
21055,604,410,1,1,1,58,7,623,780.2096666666667,157.20966666666675,157.20966666666675,False,25,21.779333333333334,-3.2206666666666663,3.2206666666666663,False,16,13.464833333333333,-2.535166666666667,2.535166666666667,False,6,11.21533333333333,5.21533333333333,5.21533333333333,True,True,1
6064,607,95,50,2,0,8,7,238,469.1701666666666,231.1701666666666,231.1701666666666,False,5,9.357166666666666,4.357166666666666,4.357166666666666,False,14,8.534416666666665,-5.465583333333335,5.465583333333335,False,5,8.874333333333334,3.8743333333333343,3.8743333333333343,True,True,1
